ID,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting
nba.p.5855,Thomas,Bryant,C,MIA,NY,NY@MIA,7:30PM EDT,10,12.7," "," "
nba.p.6073,Duncan,Robinson,SG,MIA,NY,NY@MIA,7:30PM EDT,18,8.8," "," "
nba.p.6155,Haywood,Highsmith,PF,MIA,NY,NY@MIA,7:30PM EDT,13,21.2," "," "
nba.p.6175,Tyler,Herro,SG,MIA,NY,NY@MIA,7:30PM EDT,32,31.9," "," "
nba.p.6566,Josh,Christopher,SG,MIA,NY,NY@MIA,7:30PM EDT,10,0.0," "," "
nba.p.6652,Dru,Smith,PG,MIA,NY,NY@MIA,7:30PM EDT,10,3.7," "," "
nba.p.6717,Nikola,Jovic,PF,MIA,NY,NY@MIA,7:30PM EDT,14,22.2," "," "
nba.p.10092,Jaime,Jaquez Jr.,PF,MIA,NY,NY@MIA,7:30PM EDT,22,23.5," "," "
nba.p.10274,Kel'el,Ware,C,MIA,NY,NY@MIA,7:30PM EDT,10,0.2," "," "
nba.p.10311,Keshad,Johnson,PF,MIA,NY,NY@MIA,7:30PM EDT,10,0.0," "," "
nba.p.10312,Pelle,Larsson,SF,MIA,NY,NY@MIA,7:30PM EDT,10,5.0," "," "
nba.p.4911,Cory,Joseph,PG,ORL,CHI,ORL@CHI,8:00PM EDT,10,2.2," "," "
nba.p.5159,Kentavious,Caldwell-Pope,SG,ORL,CHI,ORL@CHI,8:00PM EDT,20,15.7," "," "
nba.p.5330,Gary,Harris,SG,ORL,CHI,ORL@CHI,8:00PM EDT,10,11.6," "," "
nba.p.5768,Jonathan,Isaac,PF,ORL,CHI,ORL@CHI,8:00PM EDT,18,15.6,INJ," "
nba.p.6018,Wendell,Carter Jr.,C,ORL,CHI,ORL@CHI,8:00PM EDT,21,28.1," "," "
nba.p.6036,Moritz,Wagner,C,ORL,CHI,ORL@CHI,8:00PM EDT,19,18.7," "," "
nba.p.6206,Goga,Bitadze,C,ORL,CHI,ORL@CHI,8:00PM EDT,13,4.5,GTD," "
nba.p.6407,Cole,Anthony,PG,ORL,CHI,ORL@CHI,8:00PM EDT,18,10.6," "," "
nba.p.6500,Trevelin,Queen,SG,ORL,CHI,ORL@CHI,8:00PM EDT,10,-1.0," "," "
nba.p.6516,Jalen,Suggs,SG,ORL,CHI,ORL@CHI,8:00PM EDT,20,32.8," "," "
nba.p.6550,Franz,Wagner,SF,ORL,CHI,ORL@CHI,8:00PM EDT,35,33.8," "," "
nba.p.6628,Mac,McClung,PG,ORL,CHI,ORL@CHI,8:00PM EDT,10,4.2," "," "
nba.p.6691,Paolo,Banchero,PF,ORL,CHI,ORL@CHI,8:00PM EDT,41,52.1," "," "
